t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
Bovine,Chimp,Lemur,Mouse,0.05,0.89,0.06,100.0
Bovine,Chimp,Lemur,Orang,0.0,1.0,0.0,100.0
Bovine,Chimp,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Chimp,Lemur,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Chimp,Lemur,Tarsier,0.89,0.04,0.07,100.0
Bovine,Chimp,Mouse,Orang,0.0,1.0,0.0,100.0
Bovine,Chimp,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Chimp,Mouse,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Chimp,Mouse,Tarsier,0.05,0.06,0.89,100.0
Bovine,Chimp,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Bovine,Chimp,Orang,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Chimp,Orang,Tarsier,0.0,0.0,1.0,100.0
Bovine,Chimp,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Chimp,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Bovine,Chimp,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Gibbon,Gorilla,0.91,0.02,0.07,100.0
Bovine,Crab-E.Ma,Gibbon,Human,0.91,0.02,0.07,100.0
Bovine,Crab-E.Ma,Gibbon,Jpn_Macaq,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Gibbon,Lemur,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Gibbon,Mouse,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Gibbon,Orang,0.91,0.02,0.07,100.0
Bovine,Crab-E.Ma,Gibbon,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Gibbon,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Gibbon,Tarsier,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Gorilla,Human,1.0,0.0,0.0,100.0
Bovine,Crab-E.Ma,Gorilla,Jpn_Macaq,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Gorilla,Lemur,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Gorilla,Mouse,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Gorilla,Orang,1.0,0.0,0.0,100.0
Bovine,Crab-E.Ma,Gorilla,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Gorilla,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Gorilla,Tarsier,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Human,Jpn_Macaq,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Human,Lemur,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Human,Mouse,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Human,Orang,1.0,0.0,0.0,100.0
Bovine,Crab-E.Ma,Human,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Human,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Human,Tarsier,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Jpn_Macaq,Lemur,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Jpn_Macaq,Mouse,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Jpn_Macaq,Orang,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Jpn_Macaq,Rhesus_Ma,0.92,0.04,0.04,100.0
Bovine,Crab-E.Ma,Jpn_Macaq,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Jpn_Macaq,Tarsier,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Lemur,Mouse,0.05,0.89,0.06,100.0
Bovine,Crab-E.Ma,Lemur,Orang,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Lemur,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Lemur,Tarsier,0.89,0.04,0.07,100.0
Bovine,Crab-E.Ma,Mouse,Orang,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Mouse,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Mouse,Tarsier,0.05,0.06,0.89,100.0
Bovine,Crab-E.Ma,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Crab-E.Ma,Orang,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Orang,Tarsier,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Bovine,Crab-E.Ma,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gibbon,Gorilla,Human,1.0,0.0,0.0,100.0
Bovine,Gibbon,Gorilla,Jpn_Macaq,0.02,0.07,0.91,100.0
Bovine,Gibbon,Gorilla,Lemur,0.0,0.0,1.0,100.0
Bovine,Gibbon,Gorilla,Mouse,0.0,0.0,1.0,100.0
Bovine,Gibbon,Gorilla,Orang,0.88,0.07,0.05,100.0
Bovine,Gibbon,Gorilla,Rhesus_Ma,0.02,0.07,0.91,100.0
Bovine,Gibbon,Gorilla,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gibbon,Gorilla,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gibbon,Human,Jpn_Macaq,0.02,0.07,0.91,100.0
Bovine,Gibbon,Human,Lemur,0.0,0.0,1.0,100.0
Bovine,Gibbon,Human,Mouse,0.0,0.0,1.0,100.0
Bovine,Gibbon,Human,Orang,0.88,0.07,0.05,100.0
Bovine,Gibbon,Human,Rhesus_Ma,0.02,0.07,0.91,100.0
Bovine,Gibbon,Human,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gibbon,Human,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gibbon,Jpn_Macaq,Lemur,0.0,0.0,1.0,100.0
Bovine,Gibbon,Jpn_Macaq,Mouse,0.0,0.0,1.0,100.0
Bovine,Gibbon,Jpn_Macaq,Orang,0.02,0.91,0.07,100.0
Bovine,Gibbon,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Bovine,Gibbon,Jpn_Macaq,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gibbon,Jpn_Macaq,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gibbon,Lemur,Mouse,0.05,0.89,0.06,100.0
Bovine,Gibbon,Lemur,Orang,0.0,1.0,0.0,100.0
Bovine,Gibbon,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Gibbon,Lemur,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Gibbon,Lemur,Tarsier,0.89,0.04,0.07,100.0
Bovine,Gibbon,Mouse,Orang,0.0,1.0,0.0,100.0
Bovine,Gibbon,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Gibbon,Mouse,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Gibbon,Mouse,Tarsier,0.05,0.06,0.89,100.0
Bovine,Gibbon,Orang,Rhesus_Ma,0.02,0.07,0.91,100.0
Bovine,Gibbon,Orang,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gibbon,Orang,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gibbon,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gibbon,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gibbon,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gorilla,Human,Jpn_Macaq,0.0,0.0,1.0,100.0
Bovine,Gorilla,Human,Lemur,0.0,0.0,1.0,100.0
Bovine,Gorilla,Human,Mouse,0.0,0.0,1.0,100.0
Bovine,Gorilla,Human,Orang,0.02,0.05,0.93,100.0
Bovine,Gorilla,Human,Rhesus_Ma,0.0,0.0,1.0,100.0
Bovine,Gorilla,Human,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gorilla,Human,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gorilla,Jpn_Macaq,Lemur,0.0,0.0,1.0,100.0
Bovine,Gorilla,Jpn_Macaq,Mouse,0.0,0.0,1.0,100.0
Bovine,Gorilla,Jpn_Macaq,Orang,0.0,1.0,0.0,100.0
Bovine,Gorilla,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Bovine,Gorilla,Jpn_Macaq,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gorilla,Jpn_Macaq,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gorilla,Lemur,Mouse,0.05,0.89,0.06,100.0
Bovine,Gorilla,Lemur,Orang,0.0,1.0,0.0,100.0
Bovine,Gorilla,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Gorilla,Lemur,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Gorilla,Lemur,Tarsier,0.89,0.04,0.07,100.0
Bovine,Gorilla,Mouse,Orang,0.0,1.0,0.0,100.0
Bovine,Gorilla,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Gorilla,Mouse,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Gorilla,Mouse,Tarsier,0.05,0.06,0.89,100.0
Bovine,Gorilla,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Bovine,Gorilla,Orang,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gorilla,Orang,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gorilla,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Gorilla,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Bovine,Gorilla,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Bovine,Human,Jpn_Macaq,Lemur,0.0,0.0,1.0,100.0
Bovine,Human,Jpn_Macaq,Mouse,0.0,0.0,1.0,100.0
Bovine,Human,Jpn_Macaq,Orang,0.0,1.0,0.0,100.0
Bovine,Human,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Bovine,Human,Jpn_Macaq,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Human,Jpn_Macaq,Tarsier,0.0,0.0,1.0,100.0
Bovine,Human,Lemur,Mouse,0.05,0.89,0.06,100.0
Bovine,Human,Lemur,Orang,0.0,1.0,0.0,100.0
Bovine,Human,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Human,Lemur,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Human,Lemur,Tarsier,0.89,0.04,0.07,100.0
Bovine,Human,Mouse,Orang,0.0,1.0,0.0,100.0
Bovine,Human,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Human,Mouse,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Human,Mouse,Tarsier,0.05,0.06,0.89,100.0
Bovine,Human,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Bovine,Human,Orang,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Human,Orang,Tarsier,0.0,0.0,1.0,100.0
Bovine,Human,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Human,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Bovine,Human,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Bovine,Jpn_Macaq,Lemur,Mouse,0.05,0.89,0.06,100.0
Bovine,Jpn_Macaq,Lemur,Orang,0.0,1.0,0.0,100.0
Bovine,Jpn_Macaq,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Jpn_Macaq,Lemur,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Jpn_Macaq,Lemur,Tarsier,0.89,0.04,0.07,100.0
Bovine,Jpn_Macaq,Mouse,Orang,0.0,1.0,0.0,100.0
Bovine,Jpn_Macaq,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Jpn_Macaq,Mouse,Squir_Mon,0.0,1.0,0.0,100.0
Bovine,Jpn_Macaq,Mouse,Tarsier,0.05,0.06,0.89,100.0
Bovine,Jpn_Macaq,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Bovine,Jpn_Macaq,Orang,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Jpn_Macaq,Orang,Tarsier,0.0,0.0,1.0,100.0
Bovine,Jpn_Macaq,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Jpn_Macaq,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Bovine,Jpn_Macaq,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Bovine,Lemur,Mouse,Orang,0.89,0.06,0.05,100.0
Bovine,Lemur,Mouse,Rhesus_Ma,0.89,0.06,0.05,100.0
Bovine,Lemur,Mouse,Squir_Mon,0.89,0.06,0.05,100.0
Bovine,Lemur,Mouse,Tarsier,0.04,0.89,0.07,100.0
Bovine,Lemur,Orang,Rhesus_Ma,1.0,0.0,0.0,100.0
Bovine,Lemur,Orang,Squir_Mon,1.0,0.0,0.0,100.0
Bovine,Lemur,Orang,Tarsier,0.04,0.89,0.07,100.0
Bovine,Lemur,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
Bovine,Lemur,Rhesus_Ma,Tarsier,0.04,0.89,0.07,100.0
Bovine,Lemur,Squir_Mon,Tarsier,0.04,0.89,0.07,100.0
Bovine,Mouse,Orang,Rhesus_Ma,1.0,0.0,0.0,100.0
Bovine,Mouse,Orang,Squir_Mon,1.0,0.0,0.0,100.0
Bovine,Mouse,Orang,Tarsier,0.06,0.05,0.89,100.0
Bovine,Mouse,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
Bovine,Mouse,Rhesus_Ma,Tarsier,0.06,0.05,0.89,100.0
Bovine,Mouse,Squir_Mon,Tarsier,0.06,0.05,0.89,100.0
Bovine,Orang,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Bovine,Orang,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Bovine,Orang,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Bovine,Rhesus_Ma,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Gibbon,Gorilla,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Gibbon,Human,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Gibbon,Jpn_Macaq,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Gibbon,Lemur,0.02,0.91,0.07,100.0
Chimp,Crab-E.Ma,Gibbon,Mouse,0.02,0.91,0.07,100.0
Chimp,Crab-E.Ma,Gibbon,Orang,0.07,0.05,0.88,100.0
Chimp,Crab-E.Ma,Gibbon,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Gibbon,Squir_Mon,0.02,0.91,0.07,100.0
Chimp,Crab-E.Ma,Gibbon,Tarsier,0.02,0.91,0.07,100.0
Chimp,Crab-E.Ma,Gorilla,Human,0.1,0.05,0.85,100.0
Chimp,Crab-E.Ma,Gorilla,Jpn_Macaq,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Gorilla,Lemur,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Gorilla,Mouse,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Gorilla,Orang,0.05,0.93,0.02,100.0
Chimp,Crab-E.Ma,Gorilla,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Gorilla,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Gorilla,Tarsier,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Human,Jpn_Macaq,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Human,Lemur,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Human,Mouse,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Human,Orang,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Human,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Human,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Human,Tarsier,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Jpn_Macaq,Lemur,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Jpn_Macaq,Mouse,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Jpn_Macaq,Orang,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Jpn_Macaq,Rhesus_Ma,0.92,0.04,0.04,100.0
Chimp,Crab-E.Ma,Jpn_Macaq,Squir_Mon,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Jpn_Macaq,Tarsier,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Lemur,Mouse,1.0,0.0,0.0,100.0
Chimp,Crab-E.Ma,Lemur,Orang,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Crab-E.Ma,Lemur,Tarsier,1.0,0.0,0.0,100.0
Chimp,Crab-E.Ma,Mouse,Orang,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Crab-E.Ma,Mouse,Tarsier,1.0,0.0,0.0,100.0
Chimp,Crab-E.Ma,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Orang,Tarsier,0.0,1.0,0.0,100.0
Chimp,Crab-E.Ma,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Chimp,Crab-E.Ma,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Chimp,Gibbon,Gorilla,Human,0.1,0.05,0.85,100.0
Chimp,Gibbon,Gorilla,Jpn_Macaq,0.0,1.0,0.0,100.0
Chimp,Gibbon,Gorilla,Lemur,0.0,1.0,0.0,100.0
Chimp,Gibbon,Gorilla,Mouse,0.0,1.0,0.0,100.0
Chimp,Gibbon,Gorilla,Orang,0.05,0.93,0.02,100.0
Chimp,Gibbon,Gorilla,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Gibbon,Gorilla,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Gibbon,Gorilla,Tarsier,0.0,1.0,0.0,100.0
Chimp,Gibbon,Human,Jpn_Macaq,0.0,1.0,0.0,100.0
Chimp,Gibbon,Human,Lemur,0.0,1.0,0.0,100.0
Chimp,Gibbon,Human,Mouse,0.0,1.0,0.0,100.0
Chimp,Gibbon,Human,Orang,0.0,1.0,0.0,100.0
Chimp,Gibbon,Human,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Gibbon,Human,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Gibbon,Human,Tarsier,0.0,1.0,0.0,100.0
Chimp,Gibbon,Jpn_Macaq,Lemur,0.91,0.02,0.07,100.0
Chimp,Gibbon,Jpn_Macaq,Mouse,0.91,0.02,0.07,100.0
Chimp,Gibbon,Jpn_Macaq,Orang,0.05,0.07,0.88,100.0
Chimp,Gibbon,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Chimp,Gibbon,Jpn_Macaq,Squir_Mon,0.91,0.02,0.07,100.0
Chimp,Gibbon,Jpn_Macaq,Tarsier,0.91,0.02,0.07,100.0
Chimp,Gibbon,Lemur,Mouse,1.0,0.0,0.0,100.0
Chimp,Gibbon,Lemur,Orang,0.05,0.07,0.88,100.0
Chimp,Gibbon,Lemur,Rhesus_Ma,0.91,0.07,0.02,100.0
Chimp,Gibbon,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Gibbon,Lemur,Tarsier,1.0,0.0,0.0,100.0
Chimp,Gibbon,Mouse,Orang,0.05,0.07,0.88,100.0
Chimp,Gibbon,Mouse,Rhesus_Ma,0.91,0.07,0.02,100.0
Chimp,Gibbon,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Gibbon,Mouse,Tarsier,1.0,0.0,0.0,100.0
Chimp,Gibbon,Orang,Rhesus_Ma,0.05,0.88,0.07,100.0
Chimp,Gibbon,Orang,Squir_Mon,0.05,0.88,0.07,100.0
Chimp,Gibbon,Orang,Tarsier,0.05,0.88,0.07,100.0
Chimp,Gibbon,Rhesus_Ma,Squir_Mon,0.91,0.02,0.07,100.0
Chimp,Gibbon,Rhesus_Ma,Tarsier,0.91,0.02,0.07,100.0
Chimp,Gibbon,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Chimp,Gorilla,Human,Jpn_Macaq,0.05,0.85,0.1,100.0
Chimp,Gorilla,Human,Lemur,0.05,0.85,0.1,100.0
Chimp,Gorilla,Human,Mouse,0.05,0.85,0.1,100.0
Chimp,Gorilla,Human,Orang,0.05,0.85,0.1,100.0
Chimp,Gorilla,Human,Rhesus_Ma,0.05,0.85,0.1,100.0
Chimp,Gorilla,Human,Squir_Mon,0.05,0.85,0.1,100.0
Chimp,Gorilla,Human,Tarsier,0.05,0.85,0.1,100.0
Chimp,Gorilla,Jpn_Macaq,Lemur,1.0,0.0,0.0,100.0
Chimp,Gorilla,Jpn_Macaq,Mouse,1.0,0.0,0.0,100.0
Chimp,Gorilla,Jpn_Macaq,Orang,0.93,0.05,0.02,100.0
Chimp,Gorilla,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Chimp,Gorilla,Jpn_Macaq,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Gorilla,Jpn_Macaq,Tarsier,1.0,0.0,0.0,100.0
Chimp,Gorilla,Lemur,Mouse,1.0,0.0,0.0,100.0
Chimp,Gorilla,Lemur,Orang,0.93,0.05,0.02,100.0
Chimp,Gorilla,Lemur,Rhesus_Ma,1.0,0.0,0.0,100.0
Chimp,Gorilla,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Gorilla,Lemur,Tarsier,1.0,0.0,0.0,100.0
Chimp,Gorilla,Mouse,Orang,0.93,0.05,0.02,100.0
Chimp,Gorilla,Mouse,Rhesus_Ma,1.0,0.0,0.0,100.0
Chimp,Gorilla,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Gorilla,Mouse,Tarsier,1.0,0.0,0.0,100.0
Chimp,Gorilla,Orang,Rhesus_Ma,0.93,0.02,0.05,100.0
Chimp,Gorilla,Orang,Squir_Mon,0.93,0.02,0.05,100.0
Chimp,Gorilla,Orang,Tarsier,0.93,0.02,0.05,100.0
Chimp,Gorilla,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Gorilla,Rhesus_Ma,Tarsier,1.0,0.0,0.0,100.0
Chimp,Gorilla,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Chimp,Human,Jpn_Macaq,Lemur,1.0,0.0,0.0,100.0
Chimp,Human,Jpn_Macaq,Mouse,1.0,0.0,0.0,100.0
Chimp,Human,Jpn_Macaq,Orang,1.0,0.0,0.0,100.0
Chimp,Human,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Chimp,Human,Jpn_Macaq,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Human,Jpn_Macaq,Tarsier,1.0,0.0,0.0,100.0
Chimp,Human,Lemur,Mouse,1.0,0.0,0.0,100.0
Chimp,Human,Lemur,Orang,1.0,0.0,0.0,100.0
Chimp,Human,Lemur,Rhesus_Ma,1.0,0.0,0.0,100.0
Chimp,Human,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Human,Lemur,Tarsier,1.0,0.0,0.0,100.0
Chimp,Human,Mouse,Orang,1.0,0.0,0.0,100.0
Chimp,Human,Mouse,Rhesus_Ma,1.0,0.0,0.0,100.0
Chimp,Human,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Human,Mouse,Tarsier,1.0,0.0,0.0,100.0
Chimp,Human,Orang,Rhesus_Ma,1.0,0.0,0.0,100.0
Chimp,Human,Orang,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Human,Orang,Tarsier,1.0,0.0,0.0,100.0
Chimp,Human,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Human,Rhesus_Ma,Tarsier,1.0,0.0,0.0,100.0
Chimp,Human,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Chimp,Jpn_Macaq,Lemur,Mouse,1.0,0.0,0.0,100.0
Chimp,Jpn_Macaq,Lemur,Orang,0.0,0.0,1.0,100.0
Chimp,Jpn_Macaq,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Jpn_Macaq,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Jpn_Macaq,Lemur,Tarsier,1.0,0.0,0.0,100.0
Chimp,Jpn_Macaq,Mouse,Orang,0.0,0.0,1.0,100.0
Chimp,Jpn_Macaq,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Jpn_Macaq,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Chimp,Jpn_Macaq,Mouse,Tarsier,1.0,0.0,0.0,100.0
Chimp,Jpn_Macaq,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Jpn_Macaq,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Jpn_Macaq,Orang,Tarsier,0.0,1.0,0.0,100.0
Chimp,Jpn_Macaq,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Chimp,Jpn_Macaq,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Chimp,Jpn_Macaq,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Chimp,Lemur,Mouse,Orang,0.0,0.0,1.0,100.0
Chimp,Lemur,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Chimp,Lemur,Mouse,Squir_Mon,0.0,0.0,1.0,100.0
Chimp,Lemur,Mouse,Tarsier,0.0,1.0,0.0,100.0
Chimp,Lemur,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Lemur,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Lemur,Orang,Tarsier,0.0,1.0,0.0,100.0
Chimp,Lemur,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Lemur,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Chimp,Lemur,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Chimp,Mouse,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Chimp,Mouse,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Mouse,Orang,Tarsier,0.0,1.0,0.0,100.0
Chimp,Mouse,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Chimp,Mouse,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Chimp,Mouse,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Chimp,Orang,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
